Internal ID (specific to validation data),isolates,Source,Lab,Country,INH,RIF,EMB,STR,CIP,CYS,CAP,ETA,KAN,OFLX,PAS,PZA,AMK,MOXI,PRO,CLO,RBU,LEVO
4458,IDR1600022826,ReseqTB,Wadsworth Center,USA,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL
4459,IDR1600022827,ReseqTB,Wadsworth Center,USA,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL
4460,IDR1600022912,ReseqTB,Wadsworth Center,USA,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL
4461,IDR1600023111,ReseqTB,Wadsworth Center,USA,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL
4462,IDR1600023647,ReseqTB,Wadsworth Center,USA,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL
4463,IDR1600023714,ReseqTB,Wadsworth Center,USA,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL
4464,IDR1600023715,ReseqTB,Wadsworth Center,USA,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL
4465,IDR1600023875,ReseqTB,Wadsworth Center,USA,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL
4466,IDR1600024367,ReseqTB,Wadsworth Center,USA,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL
4467,IDR1600024547,ReseqTB,Wadsworth Center,USA,NULL,S,S,S,NULL,S,S,R,S,S,S,S,S,NULL,NULL,NULL,S,NULL
4468,IDR1600025151,ReseqTB,Wadsworth Center,USA,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL
4469,IDR1600025154,ReseqTB,Wadsworth Center,USA,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL
4470,IDR1600025156,ReseqTB,Wadsworth Center,USA,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL
4471,IDR1600025158,ReseqTB,Wadsworth Center,USA,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL
4472,IDR1600025163,ReseqTB,Wadsworth Center,USA,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL
4473,IDR1600025428,ReseqTB,Wadsworth Center,USA,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL
4474,IDR1600025432,ReseqTB,Wadsworth Center,USA,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,R,NULL,NULL,NULL,NULL,NULL,NULL
4475,IDR1600025436,ReseqTB,Wadsworth Center,USA,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL
4476,IDR1600025442,ReseqTB,Wadsworth Center,USA,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,R,NULL,NULL,NULL,NULL,NULL,NULL
4477,IDR1600026227,ReseqTB,Wadsworth Center,USA,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL
4478,IDR1600026421,ReseqTB,Wadsworth Center,USA,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL
4479,IDR1600026642,ReseqTB,Wadsworth Center,USA,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL
4480,IDR1600026643,ReseqTB,Wadsworth Center,USA,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL
4481,IDR1600026645,ReseqTB,Wadsworth Center,USA,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL
4482,IDR1600026772,ReseqTB,Wadsworth Center,USA,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL
4483,IDR1600027139,ReseqTB,Wadsworth Center,USA,R,R,R,R,NULL,S,S,R,R,S,S,R,R,NULL,NULL,NULL,R,NULL
4484,IDR1600027315,ReseqTB,Wadsworth Center,USA,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL
4485,IDR1600027328,ReseqTB,Wadsworth Center,USA,R,S,S,I,NULL,S,S,S,S,S,S,S,S,NULL,NULL,NULL,S,NULL
4486,IDR1600027999,ReseqTB,Wadsworth Center,USA,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL
4487,IDR1600028000,ReseqTB,Wadsworth Center,USA,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL
4488,IDR1600028279,ReseqTB,Wadsworth Center,USA,S,S,S,S,NULL,S,S,S,S,S,S,S,S,NULL,NULL,NULL,S,NULL
4489,IDR1600028520,ReseqTB,Wadsworth Center,USA,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL
4490,IDR1600028710,ReseqTB,Wadsworth Center,USA,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL
4491,IDR1600028711,ReseqTB,Wadsworth Center,USA,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL
4492,IDR1600028712,ReseqTB,Wadsworth Center,USA,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL
4493,IDR1600029540,ReseqTB,Wadsworth Center,USA,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL
4494,IDR1600029939,ReseqTB,Wadsworth Center,USA,S,S,S,R,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL
4495,IDR1600030763,ReseqTB,Wadsworth Center,USA,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL
4496,IDR1600031131,ReseqTB,Wadsworth Center,USA,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL
4497,IDR1600031132,ReseqTB,Wadsworth Center,USA,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,I,NULL,NULL,NULL,NULL,NULL,NULL
4498,IDR1600031133,ReseqTB,Wadsworth Center,USA,S,S,S,S,NULL,S,S,S,S,S,S,I,S,NULL,NULL,NULL,S,NULL
4499,IDR1600031529,ReseqTB,Wadsworth Center,USA,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL
4500,IDR1600031534,ReseqTB,Wadsworth Center,USA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL
4501,IDR1600031875,ReseqTB,Wadsworth Center,USA,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL
4502,IDR1600032077,ReseqTB,Wadsworth Center,USA,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL
4503,IDR1600032078,ReseqTB,Wadsworth Center,USA,S,S,S,S,NULL,S,S,S,S,R,S,S,S,NULL,NULL,NULL,S,NULL
4504,IDR1600032334,ReseqTB,Wadsworth Center,USA,S,S,S,R,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL
4505,IDR1600032721,ReseqTB,Wadsworth Center,USA,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL
4506,IDR1600033122,ReseqTB,Wadsworth Center,USA,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL
4507,IDR1600033123,ReseqTB,Wadsworth Center,USA,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL
4508,IDR1600033125,ReseqTB,Wadsworth Center,USA,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL
4509,IDR1600033693,ReseqTB,Wadsworth Center,USA,R,S,R,S,NULL,NULL,NULL,NULL,NULL,I,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL
4510,IDR1600034035,ReseqTB,Wadsworth Center,USA,NULL,S,S,S,NULL,S,S,R,S,S,S,S,S,NULL,NULL,NULL,S,NULL
4511,IDR1600034314,ReseqTB,Wadsworth Center,USA,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL
4512,IDR1600034869,ReseqTB,Wadsworth Center,USA,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL
4513,IDR1600034870,ReseqTB,Wadsworth Center,USA,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL
4514,IDR1600035065,ReseqTB,Wadsworth Center,USA,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL
4515,IDR1600035086,ReseqTB,Wadsworth Center,USA,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL
4516,IDR1600035148,ReseqTB,Wadsworth Center,USA,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL
4517,IDR1600035227,ReseqTB,Wadsworth Center,USA,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL
4518,IDR1600035377,ReseqTB,Wadsworth Center,USA,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL
4519,IDR1600035835,ReseqTB,Wadsworth Center,USA,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL
4520,IDR1600035837,ReseqTB,Wadsworth Center,USA,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL
4521,IDR1600036511,ReseqTB,Wadsworth Center,USA,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL
4522,IDR1600036513,ReseqTB,Wadsworth Center,USA,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL
4523,IDR1600037085,ReseqTB,Wadsworth Center,USA,NULL,S,S,S,NULL,NULL,NULL,R,NULL,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL
4524,IDR1600037096,ReseqTB,Wadsworth Center,USA,NULL,S,S,S,NULL,S,S,R,S,S,S,S,S,NULL,NULL,NULL,S,NULL
4525,IDR1600037099,ReseqTB,Wadsworth Center,USA,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL
4526,IDR1600037187,ReseqTB,Wadsworth Center,USA,S,S,S,R,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL
4527,IDR1600037413,ReseqTB,Wadsworth Center,USA,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL
4528,IDR1600037626,ReseqTB,Wadsworth Center,USA,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL
4529,IDR1600037628,ReseqTB,Wadsworth Center,USA,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL
4530,IDR1600037632,ReseqTB,Wadsworth Center,USA,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL
4531,IDR1600037777,ReseqTB,Wadsworth Center,USA,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL
4532,IDR1600037778,ReseqTB,Wadsworth Center,USA,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL
4533,IDR1600038976,ReseqTB,Wadsworth Center,USA,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL
4534,IDR1600039182,ReseqTB,Wadsworth Center,USA,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL
4535,IDR1600039184,ReseqTB,Wadsworth Center,USA,S,S,S,R,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL
4536,IDR1600039759,ReseqTB,Wadsworth Center,USA,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL
4537,IDR1600039956,ReseqTB,Wadsworth Center,USA,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL
4538,IDR1600039993,ReseqTB,Wadsworth Center,USA,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL
4539,IDR1600040178,ReseqTB,Wadsworth Center,USA,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL
4540,IDR1600040333,ReseqTB,Wadsworth Center,USA,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL
4541,IDR1600040334,ReseqTB,Wadsworth Center,USA,S,S,S,S,NULL,NULL,NULL,NULL,NULL,R,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL
4542,IDR1600040335,ReseqTB,Wadsworth Center,USA,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL
4543,IDR1600040948,ReseqTB,Wadsworth Center,USA,R,S,S,S,NULL,S,S,S,S,S,S,S,S,NULL,NULL,NULL,S,NULL
4544,IDR1600041271,ReseqTB,Wadsworth Center,USA,S,S,S,R,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL
4545,IDR1600041577,ReseqTB,Wadsworth Center,USA,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL
4546,IDR1600041578,ReseqTB,Wadsworth Center,USA,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL
4547,IDR1600041579,ReseqTB,Wadsworth Center,USA,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL
4548,IDR1600041936,ReseqTB,Wadsworth Center,USA,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL
4549,IDR1600041998,ReseqTB,Wadsworth Center,USA,NULL,S,S,R,NULL,S,S,R,S,S,S,S,S,NULL,NULL,NULL,S,NULL
4550,IDR1600042261,ReseqTB,Wadsworth Center,USA,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL
4551,IDR1600044034,ReseqTB,Wadsworth Center,USA,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL
4552,IDR1600044037,ReseqTB,Wadsworth Center,USA,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL
4553,IDR1600044038,ReseqTB,Wadsworth Center,USA,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL
4554,IDR1600044262,ReseqTB,Wadsworth Center,USA,R,R,R,R,NULL,S,S,R,S,R,S,NULL,S,NULL,NULL,NULL,S,NULL
4555,IDR1600044280,ReseqTB,Wadsworth Center,USA,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL
4556,IDR1600044301,ReseqTB,Wadsworth Center,USA,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL
4557,IDR1600044954,ReseqTB,Wadsworth Center,USA,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL
4558,IDR1600044955,ReseqTB,Wadsworth Center,USA,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL
4559,IDR1600045481,ReseqTB,Wadsworth Center,USA,S,S,S,S,NULL,S,S,S,S,S,S,S,S,NULL,NULL,NULL,S,NULL
4560,IDR1600045994,ReseqTB,Wadsworth Center,USA,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,I,NULL,NULL,NULL,NULL,NULL,NULL
4561,IDR1600046643,ReseqTB,Wadsworth Center,USA,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL
4562,IDR1600046655,ReseqTB,Wadsworth Center,USA,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL
4563,IDR1600047135,ReseqTB,Wadsworth Center,USA,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,I,NULL,NULL,NULL,NULL,NULL,NULL
4564,IDR1600047584,ReseqTB,Wadsworth Center,USA,NULL,S,S,S,NULL,NULL,NULL,R,NULL,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL
4565,IDR1600047649,ReseqTB,Wadsworth Center,USA,S,S,S,S,NULL,S,S,S,S,S,S,S,S,NULL,NULL,NULL,S,NULL
4566,IDR1600048331,ReseqTB,Wadsworth Center,USA,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL
4567,IDR1600048388,ReseqTB,Wadsworth Center,USA,R,S,S,R,NULL,S,S,S,S,S,S,S,S,NULL,NULL,NULL,S,NULL
4568,IDR1600048617,ReseqTB,Wadsworth Center,USA,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL
4569,IDR1600048627,ReseqTB,Wadsworth Center,USA,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL
4570,IDR1600048632,ReseqTB,Wadsworth Center,USA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL
4571,IDR1600049248,ReseqTB,Wadsworth Center,USA,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL
4572,IDR1600049307,ReseqTB,Wadsworth Center,USA,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL
4573,IDR1600049674,ReseqTB,Wadsworth Center,USA,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL
4574,IDR1600049832,ReseqTB,Wadsworth Center,USA,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL
4575,IDR1600050506,ReseqTB,Wadsworth Center,USA,R,R,S,R,NULL,NULL,NULL,NULL,NULL,NULL,NULL,R,NULL,NULL,NULL,NULL,NULL,NULL
4576,IDR1600050510,ReseqTB,Wadsworth Center,USA,R,S,S,S,NULL,S,S,S,S,R,S,S,S,NULL,NULL,NULL,S,NULL
4577,IDR1600051430,ReseqTB,Wadsworth Center,USA,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL
4578,IDR1600051431,ReseqTB,Wadsworth Center,USA,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL
4579,IDR1600051546,ReseqTB,Wadsworth Center,USA,R,S,S,R,NULL,S,S,S,S,S,S,S,S,NULL,NULL,NULL,S,NULL
4580,IDR1600052366,ReseqTB,Wadsworth Center,USA,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL
4581,IDR1600052651,ReseqTB,Wadsworth Center,USA,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,I,NULL,NULL,NULL,NULL,NULL,NULL
4582,IDR1600052673,ReseqTB,Wadsworth Center,USA,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL
4583,IDR1600053030,ReseqTB,Wadsworth Center,USA,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL
4584,IDR1600053034,ReseqTB,Wadsworth Center,USA,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL
4585,IDR1600053042,ReseqTB,Wadsworth Center,USA,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL
4586,IDR1600053044,ReseqTB,Wadsworth Center,USA,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL
4587,IDR1600053046,ReseqTB,Wadsworth Center,USA,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL
4588,IDR1600053047,ReseqTB,Wadsworth Center,USA,NULL,S,S,S,NULL,S,S,R,S,S,S,S,S,NULL,NULL,NULL,S,NULL
4589,IDR1600053446,ReseqTB,Wadsworth Center,USA,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL
4590,IDR1600053447,ReseqTB,Wadsworth Center,USA,S,S,S,R,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL
4591,IDR1600053449,ReseqTB,Wadsworth Center,USA,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL
4592,IDR1600054127,ReseqTB,Wadsworth Center,USA,R,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL
4593,IDR1600054129,ReseqTB,Wadsworth Center,USA,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL
4594,IDR1600054265,ReseqTB,Wadsworth Center,USA,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL
4595,IDR1600055023,ReseqTB,Wadsworth Center,USA,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL
4596,IDR1600055074,ReseqTB,Wadsworth Center,USA,I,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,I,NULL,NULL,NULL,NULL,NULL,NULL
4597,IDR1600055075,ReseqTB,Wadsworth Center,USA,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,R,NULL,NULL,NULL,NULL,NULL,NULL
4598,IDR1600055553,ReseqTB,Wadsworth Center,USA,R,R,R,R,NULL,S,R,R,R,S,S,NULL,R,NULL,NULL,NULL,R,NULL
4599,IDR1600055748,ReseqTB,Wadsworth Center,USA,NULL,S,S,R,NULL,S,S,R,S,S,S,S,S,NULL,NULL,NULL,S,NULL
4600,IDR1600055996,ReseqTB,Wadsworth Center,USA,I,S,I,I,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL
4601,IDR1600055997,ReseqTB,Wadsworth Center,USA,R,S,S,S,NULL,S,S,S,S,S,S,S,S,NULL,NULL,NULL,S,NULL
4602,IDR1600056424,ReseqTB,Wadsworth Center,USA,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,I,NULL,NULL,NULL,NULL,NULL,NULL
4603,IDR1600057520,ReseqTB,Wadsworth Center,USA,R,S,S,S,NULL,S,S,R,S,S,S,S,S,NULL,NULL,NULL,S,NULL
4604,IDR1600057546,ReseqTB,Wadsworth Center,USA,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL
4605,IDR1600058060,ReseqTB,Wadsworth Center,USA,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL
4606,IDR1600058226,ReseqTB,Wadsworth Center,USA,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL
4607,IDR1600058228,ReseqTB,Wadsworth Center,USA,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL
4608,IDR1600058231,ReseqTB,Wadsworth Center,USA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL
4609,IDR1600058695,ReseqTB,Wadsworth Center,USA,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,I,NULL,NULL,NULL,NULL,NULL,NULL
4610,IDR1600058701,ReseqTB,Wadsworth Center,USA,S,S,S,R,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL
4611,SRR057510,Gardy et al. NEJM 2011,Simon Fraser University,Canada,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
